dataset,figure,figure_id,model,solution,source_id,source_kind,source_locator,source_sha256,value,value_note,x
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,9.64,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!V32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,121.5,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,Cascade,workbook_b,exact_workbook_value,Sheet1!T33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.12,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.25,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!V33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,131.2,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,Cascade,workbook_b,exact_workbook_value,Sheet1!T34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.65,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,8.84,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!V34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,108.6,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,Cascade,workbook_b,exact_workbook_value,Sheet1!T35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.95,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,9.12,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!V35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,152.4,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,Cascade,workbook_b,exact_workbook_value,Sheet1!T36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.82,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,9.55,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!V36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,168.5,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.95,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.22,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,132.8,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.54,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,8.95,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,125.4,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.76,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,9.42,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,135.2,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.25,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,8.15,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,112.5,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.65,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,8.45,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,158.6,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,Cascade,workbook_b,exact_workbook_value,Sheet1!T42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.48,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,8.86,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,175.2,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.86,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,12.32,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,130.5,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.35,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.63,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,123.6,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.49,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,11.24,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,133.4,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.18,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.04,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
LM,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,110.2,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.28,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.07,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,155.8,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,Cascade,workbook_b,exact_workbook_value,Sheet1!T48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.31,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.68,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
GT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!V48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,171.4,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,Cascade,workbook_b,exact_workbook_value,Sheet1!T49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,7.85,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,15.42,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
WK,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,115.6,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,Cascade,workbook_b,exact_workbook_value,Sheet1!T50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,7.12,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,13.85,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
MC,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,105.8,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,Cascade,workbook_b,exact_workbook_value,Sheet1!T51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,7.45,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
RT,fig10_speedup_tglite_cpu,fig10_speedup_tglite_cpu,APAN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,14.62,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped.",
